T_cpu,fan.T_air,fan.tension,working
63.62152334587178,17.7,12.0,False
68.1377605351005,23.7,12.0,False
60.91178103233454,14.1,12.0,False
57.97622685933593,10.2,6.0,False
54.1374252484915,5.1,6.0,False
55.718108264721536,7.199999999999999,6.0,False
71.07331470809916,27.599999999999998,12.0,False
50.2986236376471,0.0,6.0,False
61.137592891795975,14.399999999999999,12.0,False
66.33126565940897,21.3,12.0,False
65.20220636210185,19.8,12.0,False
69.94425541079201,26.099999999999998,12.0,False
52.78255409172292,3.3,6.0,False
61.363404751257406,14.7,12.0,False
68.81519611348482,24.599999999999998,12.0,False
71.29912656756062,27.9,12.0,False
51.653494794415685,1.7999999999999998,6.0,False
63.16989962694895,17.099999999999998,12.0,False
56.169731983644404,7.8,6.0,False
66.10545379994764,21.0,12.0,False
42.62757287638281,27.599999999999998,6.0,True
36.826363280105085,16.2,0.0,True
33.153024075498706,6.0,0.0,True
33.565047684345224,6.6,0.0,True
34.39944103541655,9.6,0.0,True
30.543250800545703,1.7999999999999998,0.0,True
32.387091082737115,4.5,0.0,True
32.75851719957333,5.3999999999999995,0.0,True
38.60271573609557,21.3,0.0,True
40.46854771666306,24.9,6.0,True
31.36088500516502,2.6999999999999997,0.0,True
44.29526160639062,29.7,6.0,True
37.05555138704412,17.099999999999998,0.0,True
32.65785256632803,4.8,0.0,True
35.93377388923931,13.5,0.0,True
34.780385309706155,10.2,0.0,True
34.88784073808786,11.1,0.0,True
38.197125049003134,19.8,0.0,True
31.838586249159295,3.9,0.0,True
35.95407390515253,13.799999999999999,0.0,True
34.899660387341775,10.799999999999999,0.0,True
37.966939122909984,20.099999999999998,0.0,True
36.1312167976896,14.7,0.0,True
37.4857380385252,18.0,0.0,True
30.4298633361172,1.5,0.0,True
35.078251034453864,11.4,0.0,True
29.541101287340823,0.0,0.0,True
39.21711334915754,22.8,0.0,True
31.449590799829473,3.3,0.0,True
39.03641587120192,21.9,0.0,True
42.083030415791896,27.0,6.0,True
33.92142550673339,8.4,0.0,True
30.15986805620964,1.2,0.0,True
36.456092917640696,15.299999999999999,0.0,True
40.759526771265,25.5,6.0,True
33.886392217024664,7.8,0.0,True
29.810620684810218,0.3,0.0,True
34.12876441713753,9.0,0.0,True
39.915476719185634,24.3,0.0,True
38.07626158572434,19.5,0.0,True
33.59189435896427,7.5,0.0,True
43.72766915577761,29.099999999999998,6.0,True
42.94611789469376,28.2,6.0,True
33.63335631582926,8.1,0.0,True
35.82072131247806,13.2,0.0,True
30.08750718373386,0.6,0.0,True
32.10935503764433,4.2,0.0,True
33.413664466514874,6.8999999999999995,0.0,True
38.82332890170055,21.599999999999998,0.0,True
30.81340867549328,2.1,0.0,True
38.589096598192526,21.0,0.0,True
32.88164298054129,5.7,0.0,True
39.932072011340885,24.0,0.0,True
39.09445700412981,22.2,0.0,True
39.60243562258478,23.7,0.0,True
35.16659439882334,12.0,0.0,True
37.757563897092886,18.9,0.0,True
32.48729203493264,5.1,0.0,True
37.732450186966865,19.2,0.0,True
35.34497004717872,12.6,0.0,True
44.57986650401986,30.0,6.0,True
33.71255123442748,7.199999999999999,0.0,True
43.4405422897946,28.799999999999997,6.0,True
35.064108528114076,11.7,0.0,True
35.84153660566392,14.1,0.0,True
31.633060665510435,3.0,0.0,True
33.43118357260147,6.3,0.0,True
37.5800957031213,18.3,0.0,True
36.004727332760325,14.399999999999999,0.0,True
38.21933846257511,20.4,0.0,True
41.027884776473854,25.8,6.0,True
39.043941873250944,22.5,0.0,True
31.08356655044083,2.4,0.0,True
34.06453148689005,9.299999999999999,0.0,True
41.805420448056054,26.7,6.0,True
37.245905532385756,17.4,0.0,True
36.505061859401025,15.0,0.0,True
35.50443305119168,12.299999999999999,0.0,True
42.36966975375598,27.3,6.0,True
40.50621386154184,25.2,6.0,True
