T_cpu,fan.T_air,fan.tension,working
42.6434325828018,14.234234234234235,6.0,False
43.24646703940753,18.85885885885886,6.0,False
42.28317823210226,11.471471471471471,6.0,False
41.85635514268652,8.198198198198199,6.0,False
41.339468465595864,4.2342342342342345,6.0,False
41.535258873584745,5.7357357357357355,6.0,False
44.28415620174857,26.816816816816818,6.0,False
43.52057361059196,20.96096096096096,6.0,False
40.81083436402591,0.18018018018018017,6.0,False
42.157872370989374,10.51051051051051,6.0,False
42.82747556631134,15.645645645645645,6.0,False
42.67084323992022,14.444444444444445,6.0,False
44.43295691182011,27.95795795795796,6.0,False
43.2503828475673,18.88888888888889,6.0,False
41.11235159232878,2.4924924924924925,6.0,False
42.14612494651004,10.42042042042042,6.0,False
43.050676631418646,17.35735735735736,6.0,False
44.60525247085034,29.27927927927928,6.0,False
43.31303577812374,19.36936936936937,6.0,False
43.65371108802439,21.98198198198198,6.0,False
40.9518034577779,1.2612612612612613,6.0,False
43.775101140977505,22.912912912912912,6.0,False
42.341915354498916,11.921921921921921,6.0,False
41.48043755934786,5.315315315315315,6.0,False
43.685037553302614,22.22222222222222,6.0,False
44.675737017726334,29.81981981981982,6.0,False
42.639516774642,14.204204204204204,6.0,False
43.78293275729704,22.972972972972972,6.0,False
42.52204252984868,13.303303303303304,6.0,False
41.429532053270755,4.924924924924925,6.0,False
41.48435336750762,5.345345345345345,6.0,False
41.77020736317141,7.5375375375375375,6.0,False
40.998793155695225,1.6216216216216217,6.0,False
41.245489069761206,3.5135135135135136,6.0,False
41.3355526574361,4.2042042042042045,6.0,False
42.9018759213471,16.216216216216218,6.0,False
44.40946206286146,27.77777777777778,6.0,False
44.63266312796877,29.48948948948949,6.0,False
43.25429865572709,18.91891891891892,6.0,False
41.049698661772325,2.012012012012012,6.0,False
44.02179705504348,24.804804804804803,6.0,False
43.66545851250372,22.07207207207207,6.0,False
42.39282086057602,12.312312312312311,6.0,False
44.096197410079256,25.375375375375373,6.0,False
43.91998604288927,24.024024024024023,6.0,False
44.5073572668559,28.52852852852853,6.0,False
41.21416260448299,3.2732732732732734,6.0,False
44.652242168767664,29.63963963963964,6.0,False
42.01298746907759,9.3993993993994,6.0,False
41.656648926537855,6.666666666666667,6.0,False
43.622384622746175,21.74174174174174,6.0,False
41.738880897893175,7.297297297297297,6.0,False
43.85733311233282,23.543543543543542,6.0,False
44.14318710799658,25.735735735735737,6.0,False
42.56903222776601,13.663663663663664,6.0,False
44.55043115661344,28.85885885885886,6.0,False
41.15542548208633,2.8228228228228227,6.0,False
44.06487094480104,25.135135135135133,6.0,False
41.926839689562506,8.73873873873874,6.0,False
44.66790540140676,29.75975975975976,6.0,False
