T_cpu,fan.T_air,fan.tension,working
85.97689743255388,47.4,12.0,False
83.94459069740101,44.7,12.0,False
93.88031251370413,57.9,12.0,False
84.39621441632389,45.3,12.0,False
76.4927993351736,34.8,12.0,False
78.07348235140364,36.9,12.0,False
88.91245160555258,51.3,12.0,False
79.87997722709515,39.3,12.0,False
94.78355995154988,59.1,12.0,False
88.46082788662967,50.7,12.0,False
94.55774809208847,58.8,12.0,False
76.71861119463505,35.1,12.0,False
74.68630445948209,32.4,12.0,False
90.94475834070548,54.0,12.0,False
85.29946185416958,46.5,12.0,False
80.10578908655658,39.6,12.0,False
77.39604677301936,36.0,12.0,False
94.331936232627,58.5,12.0,False
74.23468074055924,31.8,12.0,False
83.26715511901672,43.8,12.0,False
45.96550202569483,31.8,6.0,True
48.0013623048828,34.5,6.0,True
56.82739367801594,45.9,6.0,True
52.85817565788843,40.5,6.0,True
53.446393061769164,41.4,6.0,True
52.27290555090972,39.9,6.0,True
61.40730520718928,51.9,12.0,True
53.17317852377143,41.1,6.0,True
46.59188367896435,32.7,6.0,True
55.67457823634312,44.4,6.0,True
50.58997115944023,37.8,6.0,True
59.51561773607602,49.8,6.0,True
68.41526032917226,59.1,12.0,True
46.80297298955404,33.0,6.0,True
59.13998785916954,49.2,6.0,True
55.044665122878925,43.5,6.0,True
61.69939513374607,52.2,12.0,True
62.57114864827623,53.1,12.0,True
49.947764174967496,36.9,6.0,True
57.461655440794765,46.8,6.0,True
67.83074908370271,58.5,12.0,True
63.44780081948198,54.0,12.0,True
59.8122386475038,50.1,6.0,True
67.53849346096796,58.2,12.0,True
46.30389694653185,32.4,6.0,True
55.27113863704053,43.8,6.0,True
51.68297170588569,39.0,6.0,True
68.707515951907,59.4,12.0,True
50.87911115953136,38.1,6.0,True
63.74001820988393,54.3,12.0,True
58.774432123744965,48.6,6.0,True
50.508568163652,37.5,6.0,True
53.840119785402045,42.0,6.0,True
62.27893125787428,52.8,12.0,True
57.22988473603695,46.5,6.0,True
54.75428501501046,43.2,6.0,True
62.86336603867815,53.4,12.0,True
57.12355825797705,46.2,6.0,True
48.504765077911735,35.1,6.0,True
61.11521528063248,51.6,12.0,True
54.35499465480422,42.6,6.0,True
46.25322461157034,32.1,6.0,True
49.08820725034196,35.7,6.0,True
55.5671178229698,44.1,6.0,True
69.2920271973765,60.0,12.0,True
58.53463903927006,48.3,6.0,True
52.56853397365197,40.2,6.0,True
45.38164054804348,31.2,6.0,True
55.89844630296421,44.7,6.0,True
57.7580264648123,47.1,6.0,True
59.94700017804943,50.4,6.0,True
59.43654445538208,49.5,6.0,True
67.24623783823323,57.9,12.0,True
51.76979398936083,39.3,6.0,True
56.59744014871235,45.6,6.0,True
49.44300232641671,36.3,6.0,True
44.61078171183716,30.3,6.0,True
50.219604403979936,37.2,6.0,True
53.74224389795168,41.7,6.0,True
49.65897574240061,36.6,6.0,True
65.78565382652053,56.4,12.0,True
49.36774920854512,36.0,6.0,True
65.4934420952607,56.1,12.0,True
63.15558342908004,53.7,12.0,True
64.61680690148134,55.2,12.0,True
45.1729784312924,30.9,6.0,True
47.349094853451206,33.6,6.0,True
60.82312535407569,51.3,12.0,True
52.95063202917872,40.8,6.0,True
48.29102455925405,34.8,6.0,True
61.99148506030286,52.5,12.0,True
52.05889962882336,39.6,6.0,True
44.57986650401986,30.0,6.0,True
68.12300470643748,58.8,12.0,True
47.09102627803326,33.3,6.0,True
54.65156857784808,42.9,6.0,True
57.87917845731463,47.4,6.0,True
60.23909394440392,50.7,12.0,True
65.20123036400092,55.8,12.0,True
60.5311877107584,51.0,12.0,True
