T_cpu,fan.T_air,fan.tension,working
42.64157648973406,14.22,6.0,False
43.2440079118832,18.84,6.0,False
42.28168239338521,11.46,6.0,False
41.85528612705888,8.19,6.0,False
41.33891633664535,4.23,6.0,False
41.53451095422624,5.73,6.0,False
44.2806593850619,26.79,6.0,False
43.51784037649645,20.94,6.0,False
40.81081086917695,0.18,6.0,False
42.15650183813346,10.5,6.0,False
42.82543543026008,15.63,6.0,False
42.66895973619539,14.43,6.0,False
44.42931129442336,27.93,6.0,False
43.247919804234805,18.87,6.0,False
41.11202658025151,2.49,6.0,False
42.14476616107861,10.41,6.0,False
43.04841329430231,17.34,6.0,False
44.60143455789456,29.25,6.0,False
43.31051008186069,19.35,6.0,False
43.65084471645144,21.96,6.0,False
40.951638993835175,1.26,6.0,False
43.77211337935159,22.89,6.0,False
42.34036077865949,11.91,6.0,False
41.47974446130359,5.31,6.0,False
43.68213985526438,22.2,6.0,False
44.67184862022366,29.79,6.0,False
42.63766459738243,14.19,6.0,False
43.779937164054815,22.95,6.0,False
42.52030782683391,13.29,6.0,False
41.42888986073256,4.92,6.0,False
41.483656353655206,5.34,6.0,False
41.76922449532329,7.529999999999999,6.0,False
40.9985817020546,1.62,6.0,False
41.24503092020651,3.51,6.0,False
41.33500444429373,4.2,6.0,False
42.89976138494082,16.2,6.0,False
44.40583994031367,27.75,6.0,False
44.62881780435588,29.46,6.0,False
43.25183169658642,18.9,6.0,False
41.04943630262563,2.01,6.0,False
44.01856259750349,24.78,6.0,False
43.66258039350629,22.05,6.0,False
42.39121537923051,12.3,6.0,False
44.09288855218424,25.35,6.0,False
43.91685339636143,24.0,6.0,False
44.50363724910411,28.5,6.0,False
41.21373578139357,3.27,6.0,False
44.648377266113954,29.61,6.0,False
42.01176182112359,9.39,6.0,False
41.65577961712638,6.66,6.0,False
43.61954957763849,21.72,6.0,False
41.73792935651036,7.29,6.0,False
43.85426311873555,23.52,6.0,False
44.13983126040365,25.71,6.0,False
42.567250535053326,13.65,6.0,False
44.5466680649719,28.83,6.0,False
41.15505739611932,2.82,6.0,False
44.061593413371305,25.11,6.0,False
41.925700189388,8.73,6.0,False
44.66402483552043,29.73,6.0,False
41.68316286358771,6.87,6.0,False
42.47727701096611,12.96,6.0,False
41.98829046701389,9.21,6.0,False
42.24647536222066,11.19,6.0,False
44.237628569194094,26.46,6.0,False
40.96728656324167,1.38,6.0,False
41.64404394007153,6.569999999999999,6.0,False
43.819056087570985,23.25,6.0,False
44.581875096136464,29.1,6.0,False
40.80689897682532,0.15,6.0,False
44.55840374202675,28.92,6.0,False
42.5633386427017,13.62,6.0,False
41.02596494851592,1.83,6.0,False
44.65228915846559,29.64,6.0,False
42.42642241039509,12.57,6.0,False
44.42539940207175,27.9,6.0,False
42.91932084669892,16.349999999999998,6.0,False
41.39368282956799,4.65,6.0,False
40.889048716209295,0.78,6.0,False
41.82790288059756,7.979999999999999,6.0,False
42.649400274437305,14.28,6.0,False
43.97553178163571,24.45,6.0,False
44.476254002642776,28.29,6.0,False
41.280237951371085,3.78,6.0,False
43.38483603654143,19.92,6.0,False
40.799075192122096,0.09,6.0,False
41.327180659590496,4.14,6.0,False
44.12027179864556,25.56,6.0,False
43.31833386656393,19.41,6.0,False
41.671427186532846,6.779999999999999,6.0,False
44.51537292615896,28.59,6.0,False
41.69881043299417,6.989999999999999,6.0,False
42.2542991469239,11.25,6.0,False
40.83037033093503,0.3299999999999999,6.0,False
41.16679307317416,2.91,6.0,False
41.39759472191962,4.68,6.0,False
43.16968195720244,18.27,6.0,False
40.8694892544512,0.63,6.0,False
43.01320626313774,17.07,6.0,False
41.17852875022902,3.0,6.0,False
43.33789332832202,19.56,6.0,False
43.00147058608289,16.98,6.0,False
43.1814176342573,18.36,6.0,False
41.7027223253458,7.02,6.0,False
42.68851919795347,14.58,6.0,False
41.10420279554828,2.43,6.0,False
42.58680999681142,13.8,6.0,False
41.675339078884456,6.81,6.0,False
43.64693282409981,21.93,6.0,False
44.21024532273278,26.25,6.0,False
41.22547145844844,3.36,6.0,False
43.93250096576792,24.12,6.0,False
43.40439549829951,20.07,6.0,False
41.46800878424872,5.22,6.0,False
41.59318933950049,6.18,6.0,False
43.53739983825453,21.09,6.0,False
44.03421016690997,24.9,6.0,False
40.982934132648126,1.5,6.0,False
41.045524410274005,1.98,6.0,False
42.05088074463978,9.69,6.0,False
43.31442197421229,19.38,6.0,False
43.88947014990011,23.79,6.0,False
43.54522362295776,21.15,6.0,False
44.67967240492691,29.85,6.0,False
41.50321581541329,5.49,6.0,False
44.18677396862307,26.07,6.0,False
42.04696885228815,9.66,6.0,False
44.15547882981013,25.83,6.0,False
43.42395496005761,20.22,6.0,False
40.94772710148357,1.23,6.0,False
41.37412336780989,4.5,6.0,False
44.02247448985512,24.81,6.0,False
42.66504784384376,14.4,6.0,False
41.91787640468477,8.67,6.0,False
41.56971798539079,6.0,6.0,False
43.59999011588041,21.57,6.0,False
43.11882735663143,17.88,6.0,False
41.00249359440621,1.65,6.0,False
44.19850964567792,26.16,6.0,False
42.500748365075815,13.14,6.0,False
43.9090296116582,23.94,6.0,False
43.20488898836702,18.54,6.0,False
43.525664161199664,21.0,6.0,False
43.41613117535438,20.16,6.0,False
44.39019237090719,27.63,6.0,False
43.99117935104218,24.57,6.0,False
41.20982388904197,3.24,6.0,False
42.42251051804346,12.54,6.0,False
41.32326876723888,4.109999999999999,6.0,False
43.51392848414481,20.91,6.0,False
42.51639593448228,13.26,6.0,False
42.91149706199568,16.29,6.0,False
41.82007909589433,7.92,6.0,False
42.70807865971155,14.73,6.0,False
41.7731363876749,7.56,6.0,False
43.49436902238673,20.76,6.0,False
