T_cpu,fan.T_air,fan.tension,working
85.29946185416958,46.5,12.0,False
63.44780081948198,54.0,12.0,True
52.85817565788843,40.5,6.0,True
53.840119785402045,42.0,6.0,True
58.40895667858191,48.0,6.0,True
56.194546847035554,45.0,6.0,True
50.508568163652,37.5,6.0,True
51.68297170588569,39.0,6.0,True
57.22988473603695,46.5,6.0,True
48.0013623048828,34.5,6.0,True
69.2920271973765,60.0,12.0,True
67.83074908370271,58.5,12.0,True
60.5311877107584,51.0,12.0,True
55.044665122878925,43.5,6.0,True
44.57986650401986,30.0,6.0,True
45.67092271499176,31.5,6.0,True
61.99148506030286,52.5,12.0,True
49.36774920854512,36.0,6.0,True
64.90901863274114,55.5,12.0,True
59.43654445538208,49.5,6.0,True
