T_cpu,fan.T_air,fan.tension,working
83.58329172226266,44.22,12.0,False
87.06079435796882,48.84,12.0,False
81.50582261521751,41.46,12.0,False
79.04447334708783,38.19,12.0,False
76.0637568021969,34.23,12.0,False
77.19281609950409,35.73,12.0,False
93.04480863369685,56.79,12.0,False
88.64147737419886,50.94,12.0,False
73.0152966994675,30.18,12.0,False
80.78322466494086,40.5,12.0,False
84.64460746173148,45.63,12.0,False
83.74136002388566,44.43,12.0,False
93.90289369965028,57.93,12.0,False
87.08337554391497,48.870000000000005,12.0,False
74.75404801732057,32.49,12.0,False
80.71548110710243,40.41,12.0,False
85.93173506066165,47.34,12.0,False
94.89646588128063,59.25,12.0,False
87.44467451905324,49.35,12.0,False
89.40923769636775,51.96,12.0,False
73.82821939352868,31.26,12.0,False
90.10925446069818,52.89,12.0,False
81.84454040440963,41.91,12.0,False
76.87667949625809,35.31,12.0,False
89.58988718393685,52.2,12.0,False
95.3029272283112,59.79,12.0,False
83.56071053631649,44.19,12.0,False
90.15441683259046,52.95,12.0,False
82.88327495793227,43.29,12.0,False
76.58312407895819,34.92,12.0,False
76.89926068220417,35.34,12.0,False
78.54768725627268,37.53,12.0,False
74.0991936248824,31.62,12.0,False
75.52180833948945,33.51,12.0,False
76.0411756162507,34.2,12.0,False
85.0736499947082,46.2,12.0,False
93.76740658397344,57.75,12.0,False
95.05453418290357,59.46,12.0,False
87.10595672986108,48.9,12.0,False
74.39274904218227,32.01,12.0,False
91.53186917530525,54.78,12.0,False
89.47698125420615,52.05,12.0,False
82.13809582170951,42.3,12.0,False
91.96091170828194,55.35,12.0,False
90.94475834070548,54.0,12.0,False
94.331936232627,58.5,12.0,False
75.34115885192026,33.27,12.0,False
95.16744011263432,59.61,12.0,False
79.94772078493358,39.39,12.0,False
77.8928328638345,36.66,12.0,False
60.23909394440392,50.7,12.0,True
49.918885331710776,36.87,6.0,True
61.84544009702445,52.35,12.0,True
63.88612690508487,54.45,12.0,True
54.70961337633089,42.96,6.0,True
66.80839488592986,57.45,12.0,True
46.563085005721085,32.67,6.0,True
63.330913863321214,53.88,12.0,True
50.95291226048061,38.25,6.0,True
67.59694458551493,58.26,12.0,True
49.58736531244885,36.45,6.0,True
54.13030120878639,42.3,6.0,True
51.42270333003892,38.73,6.0,True
52.77674776995122,40.62,6.0,True
64.61680690148134,55.2,12.0,True
45.49828560086978,31.32,6.0,True
49.32751193759101,36.18,6.0,True
61.58255916312334,52.08,12.0,True
67.07088446459237,57.72,12.0,True
44.49077063705714,30.15,6.0,True
66.89553109095151,57.54,12.0,True
54.68059097708949,42.93,6.0,True
45.90795750851974,31.74,6.0,True
67.50926789869447,58.17,12.0,True
53.94525935647076,41.91,6.0,True
65.96098086527643,56.58,12.0,True
56.51019088527828,45.51,6.0,True
47.885991141548175,34.38,6.0,True
45.029143868980725,30.75,6.0,True
50.53746453961919,37.53,6.0,True
55.00974857334301,43.53,6.0,True
62.71725734347718,53.25,12.0,True
68.12300470643748,58.8,12.0,True
66.3116349427882,56.94,12.0,True
47.320270273533126,33.57,6.0,True
58.932829720648165,48.93,6.0,True
44.66604563842121,30.09,6.0,True
47.67281159616935,33.93,6.0,True
63.74001820988393,54.3,12.0,True
58.594566789455705,48.42,6.0,True
49.50074752082957,36.36,6.0,True
68.00610245734354,58.68,12.0,True
66.57462550092204,57.21,12.0,True
49.70285570127452,36.57,6.0,True
52.83470918969372,40.68,6.0,True
44.61078171183716,30.3,6.0,True
68.06455358189051,58.74,12.0,True
46.64948102545082,32.76,6.0,True
47.91483393238184,34.41,6.0,True
57.87917845731463,47.4,6.0,True
68.97054601236827,59.67,12.0,True
44.885309306669065,30.6,6.0,True
57.15264598447812,46.23,6.0,True
46.73587704518057,32.85,6.0,True
58.74527507687675,48.57,6.0,True
57.06538280497491,46.14,6.0,True
57.908541748240495,47.49,6.0,True
69.2920271973765,60.0,12.0,True
49.65897574240061,36.6,6.0,True
55.27113863704053,43.8,6.0,True
46.21750092680208,32.31,6.0,True
54.85472537253793,43.11,6.0,True
49.52962011803599,36.39,6.0,True
60.44355958085207,50.91,12.0,True
64.41225868959945,54.99,12.0,True
46.975804962641554,33.18,6.0,True
62.39581821403507,52.92,12.0,True
59.02328744415699,49.08,6.0,True
48.33167488663863,34.92,6.0,True
49.165769099702096,35.79,6.0,True
59.78304665501787,50.07,6.0,True
63.12636169003988,53.67,12.0,True
45.61337701028441,31.44,6.0,True
46.0518188014575,31.89,6.0,True
51.85648395645016,39.18,6.0,True
58.56540933491444,48.39,6.0,True
62.10360082363312,52.62,12.0,True
59.84143063998973,50.13,6.0,True
67.68462127233533,58.35,12.0,True
48.53361344312393,35.13,6.0,True
64.23678777356719,54.81,12.0,True
51.82756524802274,39.15,6.0,True
64.00301386124562,54.57,12.0,True
59.16916296292264,49.23,6.0,True
45.38164054804348,31.2,6.0,True
47.961051707977234,34.23,6.0,True
68.50293701599266,59.19,12.0,True
63.03869647291929,53.58,12.0,True
55.12592193498636,43.65,6.0,True
50.96585315955866,38.19,6.0,True
49.00166382639111,35.61,6.0,True
60.0930470612267,50.55,12.0,True
57.670662778161486,47.01,6.0,True
45.7284684196991,31.56,6.0,True
64.32459517022154,54.9,12.0,True
54.23890032665286,42.48,6.0,True
67.97687689507009,58.65,12.0,True
62.249709518834095,52.77,12.0,True
58.08338206639009,47.67,6.0,True
59.6907720356261,49.98,6.0,True
59.110812755416376,49.17,6.0,True
65.72721148026861,56.34,12.0,True
62.834144299637934,53.37,12.0,True
46.88938897609783,33.09,6.0,True
69.02899713691524,59.73,12.0,True
53.9162571481109,41.88,6.0,True
47.643987584988565,33.9,6.0,True
68.9413204500948,59.64,12.0,True
59.63238726910943,49.92,6.0,True
54.35499465480422,42.6,6.0,True
56.45202470965555,45.45,6.0,True
50.47967178768477,37.47,6.0,True
55.42190343535613,43.95,6.0,True
50.12661707212612,37.11,6.0,True
